neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,price
19,0,1,0,1,325
22,1,4,0,1,120
15,37,4,84,0,45
84,3,1,362,1,800
14,0,3,0,0,150
116,6,5,308,0,70
19,4,7,56,1,187
8,86,3,68,0,156
30,2,3,0,0,60
12,0,4,0,1,250
3,37,2,159,0,80
20,0,1,199,0,105
14,4,2,0,1,155
20,16,3,0,1,190
20,0,1,0,0,65
8,1,1,0,0,75
24,1,10,0,0,38
4,44,3,280,1,175
7,25,3,157,1,140
1,34,3,0,1,339
8,0,7,0,1,310
103,21,1,0,0,65
4,150,3,159,1,249
21,0,1,0,0,50
1,0,3,365,0,599
8,5,6,0,0,150
6,4,2,0,1,75
86,30,2,306,1,71
2,114,3,165,1,200
2,10,1,297,1,125
12,0,1,0,0,99
20,24,2,95,0,40
49,1,1,0,1,125
7,0,1,0,1,250
12,7,1,0,0,68
28,8,1,168,1,300
3,6,3,174,0,69
45,0,4,0,2,125
124,11,1,179,0,80
115,3,1,0,0,49
99,26,4,7,0,65
16,45,2,302,1,199
29,0,4,83,1,4000
49,81,2,27,1,120
68,21,3,7,1,125
6,227,3,163,1,125
14,4,6,13,1,165
13,4,3,48,1,125
20,0,1,0,0,70
8,2,1,0,0,110
67,2,7,0,2,20
54,0,3,324,1,200
49,2,7,8,1,175
21,1,5,53,0,70
8,0,5,0,1,120
8,2,3,40,1,300
3,1,12,0,0,48
13,0,3,0,0,105
15,3,4,13,1,130
6,0,15,0,2,35
23,0,7,0,0,90
8,35,1,261,0,90
2,4,1,365,0,125
12,6,8,0,1,95
24,135,5,102,1,98
6,6,3,0,1,123
6,25,1,28,0,50
10,3,3,1,1,99
7,139,1,265,1,300
12,1,1,0,1,250
6,40,2,354,1,125
2,142,1,266,1,125
39,6,3,29,0,108
6,2,1,14,0,45
56,0,3,105,1,120
21,18,3,217,1,300
31,14,2,308,0,50
5,103,3,22,2,49
12,0,2,0,0,65
28,6,1,0,1,150
7,0,1,0,1,200
6,5,2,0,1,150
52,193,2,169,1,210
14,84,1,359,0,85
8,51,4,0,0,99
14,0,1,355,1,900
20,32,1,0,1,52
14,10,2,0,1,250
2,72,1,73,0,60
14,66,5,99,0,100
100,11,2,305,1,225
30,5,1,311,0,82
43,38,3,72,1,349
21,1,2,307,0,61
23,126,3,228,1,140
7,23,10,68,1,185
64,3,3,312,1,400
22,2,14,0,0,53
50,14,1,0,0,65
16,45,1,77,0,45
21,0,2,0,0,82
81,0,1,0,0,180
6,13,2,0,1,200
147,70,2,253,0,79
34,1,4,0,0,40
15,13,1,0,0,49
21,0,1,0,0,80
30,2,4,103,0,59
64,131,4,34,0,80
2,47,1,75,0,97
2,2,2,0,1,100
117,114,2,217,1,78
3,5,2,11,1,450
73,1,1,364,0,37
12,0,14,40,1,105
2,1,1,116,0,50
44,2,2,0,1,120
14,0,1,365,0,199
1,0,2,0,0,199
15,0,2,0,2,46
81,0,1,15,0,30
25,16,1,181,1,93
53,6,2,213,0,61
51,2,10,0,0,80
65,1,2,39,0,68
3,3,5,0,1,130
20,12,2,3,1,170
7,1,1,0,0,105
117,2,1,330,0,120
28,1,2,0,0,90
6,81,2,123,1,174
107,90,2,331,1,79
2,0,2,0,0,65
6,1,7,0,0,85
14,0,1,0,1,1100
30,0,2,0,1,88
64,28,2,0,1,250
4,3,5,0,0,40
7,59,2,266,1,199
49,93,3,12,1,100
6,42,5,63,0,81
6,54,1,239,0,72
73,21,1,160,0,45
90,0,3,27,0,30
20,2,7,0,0,55
21,0,1,1,0,70
19,0,5,0,1,120
8,0,1,0,1,199
12,10,1,73,0,65
43,11,1,0,0,100
52,4,11,0,1,320
2,9,3,0,1,130
79,7,1,90,2,80
6,13,7,0,0,49
37,20,6,322,1,138
28,10,7,0,1,275
6,1,3,11,1,200
22,5,3,113,1,85
7,5,6,105,1,399
19,144,1,49,1,70
15,81,1,220,0,39
2,6,7,0,1,450
98,73,1,51,0,40
52,15,3,0,1,150
7,55,2,49,0,90
15,12,10,0,0,75
14,8,4,0,1,126
26,0,1,0,1,449
12,69,7,261,1,142
138,2,6,340,0,49
34,4,7,72,1,475
23,261,1,212,1,125
46,0,1,163,0,65
94,38,2,365,0,60
36,4,2,0,1,140
28,3,1,0,1,105
21,0,7,332,0,60
68,8,5,0,1,120
14,0,1,0,1,900
111,43,1,310,0,45
2,49,2,14,1,95
15,3,14,0,1,95
2,85,1,301,0,125
14,2,2,0,1,220
7,31,7,11,1,269
30,1,2,51,0,40
16,2,5,0,0,49
21,0,5,0,1,90
2,0,3,64,0,110
83,11,9,362,1,110
8,171,1,53,1,90
4,17,3,42,0,116
11,2,3,34,0,150
0,29,1,143,0,67
27,1,1,0,0,75
152,2,1,0,0,49
28,75,1,44,0,83
2,1,14,0,0,45
2,3,1,0,0,65
56,30,5,249,0,80
56,1,2,0,0,160
28,3,5,136,1,210
60,1,3,350,0,110
52,14,3,0,1,300
11,24,4,61,1,300
8,0,1,269,0,219
70,10,3,292,1,175
24,3,3,0,1,275
9,37,3,5,0,85
39,2,3,350,2,30
15,1,3,0,0,60
16,40,1,335,1,125
1,0,1,362,0,500
10,70,3,256,0,53
4,135,3,192,1,140
6,92,2,239,1,189
3,8,1,83,0,36
18,0,5,0,0,45
16,1,1,0,1,120
21,4,1,0,0,50
43,0,1,0,1,275
23,55,6,97,1,180
2,1,3,0,0,100
2,6,3,10,1,150
33,5,6,321,1,425
1,4,1,235,1,300
20,4,3,0,0,37
23,19,3,0,0,89
2,458,1,258,0,60
95,1,3,52,1,85
39,0,1,359,2,12
25,18,1,363,0,85
21,16,2,0,0,69
15,150,5,309,1,130
21,0,3,28,0,84
8,171,2,0,0,78
12,18,2,280,0,90
8,2,2,0,0,75
43,3,1,45,1,205
8,0,1,0,1,82
213,1,2,342,1,450
96,0,5,5,1,94
12,1,2,0,0,60
12,3,1,0,0,60
54,2,7,58,0,80
7,1,1,0,1,150
14,17,4,44,1,205
15,4,2,0,1,73
1,103,7,344,1,400
19,107,5,12,1,149
8,0,2,0,1,150
20,3,1,0,1,159
52,23,6,0,1,220
15,18,2,0,0,60
3,12,2,0,0,85
14,1,1,0,0,125
51,1,5,61,0,94
45,0,2,0,0,70
56,1,3,328,0,99
12,23,1,173,1,100
6,2,3,0,1,190
12,6,3,0,0,95
19,1,5,249,1,150
15,1,2,167,2,25
132,0,14,128,0,72
23,33,1,256,1,692
12,0,4,89,0,100
12,4,3,180,0,99
12,3,1,0,0,99
15,0,1,14,1,120
113,0,1,0,1,250
11,1,2,102,1,400
12,2,2,5,0,78
30,0,1,0,0,38
56,19,4,10,0,75
4,6,4,0,1,130
23,13,4,0,1,180
6,0,2,0,0,55
54,6,2,130,1,199
4,21,3,125,0,89
19,0,1,0,1,3750
14,9,2,231,2,75
12,8,13,0,1,150
22,5,3,0,0,90
103,30,7,115,0,45
11,12,3,364,1,510
11,1,2,28,1,300
26,22,2,11,1,200
21,1,1,30,0,45
52,5,2,0,1,175
7,1,3,0,1,189
8,5,1,0,0,100
4,162,4,60,0,75
56,27,2,338,0,63
100,20,2,177,0,55
113,0,1,16,0,39
4,4,1,0,1,130
11,3,2,67,1,229
6,0,7,0,1,114
6,7,7,303,1,189
12,1,5,0,0,70
52,47,4,283,1,350
13,68,2,319,1,150
3,0,5,0,1,125
7,189,1,245,0,155
95,27,4,87,0,51
20,32,3,56,1,159
56,38,1,263,1,99
28,0,1,0,1,350
2,4,3,133,1,278
6,0,3,320,0,43
70,27,14,81,1,100
4,9,2,27,1,200
7,0,5,0,1,199
12,0,1,0,0,98
35,1,1,37,0,40
15,3,1,95,1,150
8,42,1,0,0,80
144,1,1,11,2,22
10,77,2,0,1,179
28,0,8,0,1,150
21,1,2,0,0,45
21,0,14,0,1,115
26,2,10,81,1,160
34,204,2,41,0,110
79,1,2,0,0,106
52,28,4,217,1,300
20,2,2,34,1,225
8,2,5,0,1,220
43,15,8,60,0,169
2,4,1,0,1,125
14,0,7,0,0,50
43,1,2,5,0,90
8,2,7,0,0,51
8,1,1,0,1,40
12,138,2,268,0,59
22,37,2,356,1,109
20,1,2,63,0,90
12,63,1,270,1,200
32,7,2,47,1,125
28,0,4,0,1,750
13,1,2,43,1,550
19,2,1,0,0,60
14,0,3,0,1,395
12,1,3,24,1,520
21,1,1,0,0,35
6,4,5,0,0,55
2,139,1,0,0,80
15,2,3,19,1,85
90,4,1,96,0,48
20,32,2,70,0,65
200,32,3,42,1,62
21,4,1,0,0,45
14,15,3,1,0,85
14,1,14,88,1,250
23,9,3,219,0,150
11,2,2,0,1,299
3,0,1,0,0,75
2,66,3,13,0,55
13,5,3,0,1,132
126,85,1,176,0,59
21,1,12,0,0,75
6,27,9,23,1,182
12,5,4,0,1,129
6,27,2,272,0,47
12,32,5,305,1,245
25,10,2,8,1,125
7,5,3,204,1,295
21,1,4,15,1,120
52,8,2,310,1,250
7,13,2,23,0,110
79,14,2,124,1,185
2,0,5,0,1,175
22,95,2,349,1,190
12,2,3,178,1,299
64,36,5,16,1,295
129,15,5,238,0,45
68,2,3,0,1,195
4,25,4,90,0,85
29,8,2,0,0,130
101,0,1,0,1,175
6,80,2,28,1,82
23,32,2,184,1,130
19,70,5,6,1,600
28,1,1,130,1,150
12,0,2,0,1,200
12,3,1,0,1,225
2,0,2,0,0,88
4,25,3,0,1,195
12,0,7,0,0,60
19,8,4,0,0,91
6,18,5,0,0,50
2,82,3,0,0,90
2,0,1,8,0,150
6,30,2,310,0,60
35,1,2,96,0,49
19,31,6,196,2,69
84,130,1,258,1,79
2,1,2,22,0,75
12,45,2,268,1,200
4,15,4,0,1,102
94,9,1,223,1,111
15,112,2,5,0,38
46,25,1,335,0,45
15,146,1,0,2,48
2,5,1,0,1,100
11,22,4,77,1,130
6,36,4,80,0,65
6,37,1,0,0,68
100,58,1,80,1,46
56,0,4,0,1,98
19,0,2,0,1,350
6,73,2,140,1,100
11,7,2,0,1,175
56,0,1,0,1,215
28,23,3,12,0,46
6,3,1,0,0,66
46,0,2,179,0,100
68,115,4,268,0,100
56,18,3,0,1,89
54,104,4,338,1,133
4,103,1,365,0,50
5,0,1,0,1,199
49,0,3,82,0,40
60,21,3,148,1,250
3,17,2,8,1,120
12,32,1,30,0,78
77,25,1,37,1,1000
103,44,1,0,0,64
23,11,5,0,1,149
56,12,1,0,0,49
12,3,2,184,1,139
124,30,2,44,1,40
19,246,2,216,0,125
12,1,1,77,1,170
21,16,1,57,0,120
6,48,3,338,1,95
67,0,2,87,0,100
4,2,4,41,2,220
129,235,1,278,0,45
7,174,2,65,1,185
6,100,4,113,0,72
21,7,2,318,0,36
21,172,3,169,0,80
19,0,3,0,1,200
2,33,3,174,1,220
2,38,3,270,1,1000
127,3,2,323,1,350
6,76,4,274,1,150
76,0,10,0,0,40
84,0,4,0,0,52
6,46,3,255,1,135
54,7,2,365,0,95
15,0,1,88,0,45
88,5,2,365,0,70
29,0,7,0,0,110
45,1,1,0,0,60
2,14,4,0,0,39
19,2,2,0,2,85
30,3,1,0,0,45
7,4,4,5,1,300
111,20,1,177,0,60
2,49,3,0,0,45
124,25,2,152,0,47
15,0,3,0,1,115
44,0,2,88,0,80
28,0,1,0,1,300
25,0,3,0,0,150
22,7,2,155,0,60
146,1,6,0,0,50
12,23,2,365,0,86
6,1,3,342,1,155
12,1,1,86,0,80
12,10,4,8,0,120
5,0,1,0,1,80
7,22,2,7,0,69
45,1,6,252,0,175
4,134,1,1,1,115
7,63,3,7,1,100
21,4,4,189,0,41
56,9,2,212,1,95
1,2,1,0,0,70
88,68,3,2,1,99
177,0,1,365,2,80
129,0,5,121,1,150
23,19,4,0,1,250
75,1,5,23,1,98
29,4,3,0,0,48
4,8,3,231,1,350
49,23,3,14,1,110
14,3,4,0,1,230
2,107,3,279,0,75
20,0,1,0,0,75
14,5,12,32,1,190
45,1,6,0,1,150
4,11,2,268,1,290
79,98,7,312,0,55
5,25,10,1,1,160
6,8,4,0,1,84
18,4,1,3,1,70
13,0,5,0,0,52
14,0,4,0,1,200
56,3,5,0,0,50
12,195,2,331,1,275
50,3,4,9,1,218
63,47,1,176,0,175
90,0,2,0,1,86
34,1,6,0,1,70
44,5,3,0,0,65
44,3,1,0,0,75
19,0,2,0,1,292
56,0,4,0,1,69
7,6,2,20,1,200
15,3,5,0,1,250
4,32,1,0,0,62
7,134,1,306,2,250
24,0,1,0,1,175
39,122,1,0,0,75
21,203,3,308,1,150
28,109,5,202,1,130
21,0,3,0,0,45
24,69,1,0,0,65
7,0,1,0,0,350
52,12,1,206,1,200
16,14,1,0,0,130
2,68,2,9,1,100
66,1,5,11,1,100
24,17,2,336,1,150
11,0,2,0,1,500
28,2,1,0,0,99
1,8,3,1,1,250
7,0,2,26,2,400
52,26,2,0,1,200
23,0,6,0,1,140
49,0,15,0,1,140
100,2,3,86,0,70
1,4,2,86,1,350
73,4,2,358,0,50
11,47,3,262,1,205
3,2,1,139,0,241
12,3,14,345,1,300
18,9,2,0,1,100
2,14,1,128,0,45
100,23,3,357,0,40
28,0,1,0,1,127
15,26,1,271,1,275
54,1,2,191,1,159
12,1,1,0,0,380
4,167,1,363,0,55
15,38,1,359,1,135
86,12,1,89,0,105
103,104,1,351,0,40
4,2,3,0,0,75
4,33,5,28,1,250
20,4,2,0,0,55
19,2,9,126,1,250
15,20,3,0,1,110
37,2,1,0,0,50
6,51,3,108,0,62
28,7,1,0,1,100
6,12,3,0,1,120
21,3,2,19,1,328
20,1,1,0,0,75
79,0,2,61,0,80
25,2,2,0,1,160
113,0,2,365,0,100
6,9,3,80,0,45
70,28,3,90,0,30
20,8,5,9,1,141
54,1,1,0,2,60
64,10,3,0,1,225
4,20,1,0,0,90
6,42,3,355,1,160
28,11,3,251,0,950
24,9,14,0,0,45
12,11,1,0,0,70
8,6,1,9,0,30
21,3,2,342,1,125
15,20,2,0,1,250
9,5,1,11,1,200
25,11,5,90,2,35
22,1,5,0,1,120
29,11,3,187,0,68
15,27,4,261,0,55
39,33,2,113,0,48
56,4,3,0,1,125
12,0,7,29,1,125
23,2,3,0,1,175
6,0,1,0,0,80
19,11,1,23,0,60
28,15,2,0,1,149
24,59,1,342,0,60
22,0,1,365,1,123
173,1,3,365,1,125
33,25,1,65,0,75
12,0,5,0,1,175
1,4,3,365,0,699
28,42,2,0,0,95
6,3,2,117,1,250
12,5,6,40,1,150
6,20,2,3,0,40
12,1,1,0,0,56
23,2,4,187,1,142
17,2,5,0,1,125
28,0,1,0,0,100
45,7,2,358,1,125
13,14,2,75,1,375
30,1,3,112,0,80
71,91,5,143,0,125
23,8,4,0,1,225
100,7,1,126,0,55
27,2,5,152,1,429
2,92,2,157,0,107
22,10,4,84,1,125
1,0,2,0,0,350
160,239,1,256,1,195
11,79,6,81,1,220
55,157,2,324,0,40
2,7,3,365,0,135
26,0,5,236,1,179
44,0,2,0,0,75
19,0,5,0,1,161
21,2,1,179,1,400
9,153,3,238,0,80
6,32,1,83,2,30
12,15,2,0,1,111
23,0,1,0,0,125
39,91,2,65,1,100
6,119,2,218,1,145
6,33,14,105,1,130
48,26,2,10,1,400
12,5,1,0,0,99
12,7,2,17,1,200
8,1,1,189,1,149
20,1,4,0,0,50
70,10,3,90,0,85
8,72,2,27,1,189
28,8,2,3,1,200
12,0,1,177,1,2000
9,1,1,0,0,100
8,9,1,0,0,60
28,2,1,311,0,120
6,135,3,206,1,130
6,1,1,0,0,49
6,6,2,273,1,225
43,0,2,0,1,275
12,2,1,0,1,115
113,0,7,0,1,150
56,19,2,0,1,119
68,0,1,14,1,160
6,4,1,0,0,55
181,2,2,169,1,79
43,3,2,341,1,235
28,19,1,0,0,100
6,56,1,49,0,65
30,8,1,0,1,99
21,0,7,0,0,45
27,1,7,325,1,3000
11,0,3,0,1,350
28,1,5,0,0,95
1,57,3,157,1,165
54,73,2,66,1,94
3,5,14,186,1,95
2,3,4,281,1,150
80,43,1,205,0,45
8,4,2,0,0,100
19,1,3,0,1,400
2,15,2,361,0,65
2,170,2,346,0,100
15,85,3,292,0,75
4,16,5,15,0,50
14,26,3,53,1,180
12,11,6,0,0,50
8,3,14,205,1,100
12,47,2,0,1,147
24,10,9,0,1,125
14,132,1,317,1,75
12,0,1,43,0,75
12,6,5,156,0,425
12,320,2,0,1,325
19,64,4,136,0,145
28,2,1,0,0,55
6,144,3,249,1,98
28,0,11,365,0,99
19,6,1,0,0,139
10,147,3,235,1,145
20,72,2,165,0,195
13,13,3,252,1,160
76,0,2,0,1,125
6,136,5,254,1,120
21,1,2,0,0,35
24,0,2,0,0,65
39,4,1,330,0,80
37,0,1,0,2,30
30,43,2,134,0,50
19,4,3,0,0,109
4,1,5,0,1,9999
30,68,2,312,0,65
12,1,3,0,1,200
4,10,3,0,1,84
20,2,5,0,0,80
8,0,1,0,0,80
8,5,3,0,0,65
4,17,1,0,2,60
16,8,2,0,0,90
23,1,7,0,0,55
20,7,2,14,1,95
20,138,4,320,0,49
2,13,2,33,0,60
10,22,3,144,1,150
45,10,4,0,1,160
20,6,4,0,0,70
19,0,2,0,1,270
2,8,1,0,0,79
23,230,1,319,1,210
4,1,2,0,0,150
121,6,3,155,1,299
19,0,1,0,0,200
12,3,2,0,0,75
133,62,2,44,0,40
2,33,1,19,0,68
0,61,2,61,0,85
21,27,1,55,0,50
8,2,2,0,1,140
21,1,7,18,0,50
8,2,1,0,0,200
24,4,8,0,1,130
6,4,5,9,1,200
8,0,7,0,1,250
11,17,4,35,1,200
6,5,2,0,1,175
1,18,3,0,1,339
6,27,3,319,1,150
2,39,3,44,0,145
155,115,1,138,1,135
56,0,3,0,0,75
29,0,3,83,0,340
25,97,2,359,0,73
6,134,3,281,1,95
18,1,5,0,0,60
6,0,3,0,0,52
52,69,2,112,1,199
25,0,1,0,0,178
6,16,10,0,1,101
103,118,1,79,1,120
11,10,4,26,0,80
23,5,3,226,1,180
21,40,1,0,1,90
11,14,2,0,1,120
46,19,1,177,0,80
35,13,4,180,0,125
79,0,10,67,0,38
12,0,1,0,1,575
5,13,2,308,0,355
79,32,3,20,1,139
21,111,2,10,1,100
19,0,12,0,1,173
70,22,3,189,1,169
14,11,3,2,1,500
79,23,3,365,1,265
12,1,2,0,1,164
2,0,3,229,0,60
123,1,1,179,2,38
30,0,10,229,0,65
180,11,3,135,0,239
18,3,4,316,1,300
6,64,2,256,1,96
32,0,3,0,1,125
6,11,5,0,0,60
19,110,2,0,1,200
12,19,3,4,1,200
12,1,10,0,1,150
12,4,2,14,1,175
12,37,5,86,1,150
66,0,1,0,2,40
6,22,4,309,1,265
37,0,1,62,0,55
15,0,5,359,0,175
24,2,1,0,1,110
30,5,10,44,0,33
15,1,2,58,1,300
12,82,4,60,0,69
6,35,1,158,1,108
21,32,4,8,1,98
14,119,2,20,0,84
171,69,3,21,1,69
54,4,2,360,0,100
21,0,2,0,0,89
12,0,4,0,1,450
21,23,1,240,0,100
71,1,10,0,1,250
15,0,4,0,0,95
1,84,2,103,0,135
73,0,1,0,1,125
70,11,2,62,1,120
63,143,1,282,1,99
30,1,2,35,0,45
8,77,4,326,0,125
8,15,1,362,1,125
23,0,3,87,1,280
12,6,2,0,1,650
4,37,4,22,0,86
8,134,2,66,2,35
23,0,2,290,1,699
37,16,2,0,0,55
15,29,2,19,1,110
20,8,2,0,1,175
4,3,2,41,1,180
28,0,15,0,1,135
18,0,6,0,1,125
21,158,1,201,0,45
22,1,14,349,1,86
1,1,1,0,1,200
23,182,4,72,1,120
19,0,7,0,0,90
2,11,4,161,0,60
12,2,7,0,0,55
76,6,4,0,1,115
52,8,3,0,1,199
8,75,1,248,0,100
46,29,3,126,0,47
6,15,1,189,0,80
22,24,2,0,0,90
3,0,4,0,0,60
11,46,4,243,1,500
21,0,1,0,0,50
44,9,2,164,1,99
1,3,1,360,1,250
126,1,1,173,0,75
19,2,2,0,1,225
7,17,2,130,0,250
6,189,2,131,1,74
6,2,2,0,0,50
12,9,2,0,0,50
1,1,1,350,0,199
45,0,5,0,0,50
20,9,4,188,1,130
16,2,1,88,1,700
4,149,1,215,0,103
12,2,4,0,0,50
103,16,2,79,0,53
14,75,1,19,0,95
12,5,3,163,1,200
142,0,3,113,0,67
21,16,2,0,0,49
79,34,1,133,1,172
28,0,6,0,1,159
19,0,1,0,0,99
97,2,3,96,0,100
70,18,3,79,0,35
28,26,1,47,1,136
6,3,2,0,0,50
21,2,1,0,1,79
56,191,2,24,0,35
21,4,3,26,1,100
7,0,1,89,0,350
2,35,14,283,0,65
56,9,2,354,1,299
20,0,1,0,1,135
29,21,7,158,1,250
15,7,1,6,1,105
12,6,4,0,1,119
15,43,14,313,0,50
19,110,3,11,0,80
14,0,1,351,0,149
15,6,3,313,1,150
12,18,3,0,1,389
2,6,3,70,0,80
73,0,12,156,0,38
45,66,1,71,0,85
37,3,1,85,0,65
27,1,14,292,1,760
20,19,3,76,0,89
23,11,2,6,1,175
37,7,1,85,0,55
8,16,4,0,1,130
4,45,5,150,1,169
42,0,1,180,0,10
16,173,4,258,1,550
4,31,2,265,0,68
17,56,3,121,1,180
67,0,1,0,1,140
20,4,2,322,1,250
25,19,4,286,0,90
2,1,2,0,2,60
52,1,3,0,1,300
87,11,2,6,0,45
11,79,4,307,0,156
2,23,1,316,1,94
1,4,1,0,0,100
25,1,2,261,1,225
21,16,3,74,0,65
18,1,4,13,0,65
3,97,2,68,1,160
23,9,1,0,1,160
27,3,5,365,1,285
3,3,7,0,1,170
34,0,5,0,0,40
7,2,1,362,2,75
27,1,5,97,0,150
43,36,1,321,1,219
42,22,1,1,1,240
25,3,15,148,0,60
14,0,1,0,1,200
10,10,14,0,1,150
2,4,1,0,0,75
20,3,4,321,1,200
56,5,1,0,1,120
12,5,4,0,0,65
118,8,4,3,0,44
12,3,2,330,0,50
1,1,2,192,1,276
35,7,1,311,0,57
6,1,1,362,1,500
15,46,4,272,0,80
5,10,2,70,1,280
45,0,1,0,1,97
81,1,3,0,0,39
8,1,15,365,1,200
5,0,1,365,1,416
21,1,7,55,0,50
15,68,5,202,1,150
12,3,3,0,1,250
12,2,1,0,0,70
19,205,3,0,1,189
12,1,4,0,0,70
4,21,1,64,0,66
2,3,6,279,1,115
12,0,4,358,1,500
21,1,14,0,0,55
43,180,2,253,1,289
44,1,7,0,0,50
10,4,5,0,0,99
11,1,1,0,1,250
6,5,7,56,0,49
19,98,3,0,0,100
7,8,1,357,2,69
30,9,2,0,2,65
4,0,1,0,0,60
54,10,3,123,0,75
21,8,3,0,0,45
28,0,3,0,1,350
39,160,2,65,0,75
6,25,10,29,0,45
28,23,4,17,1,280
12,26,3,1,0,55
6,112,3,59,0,62
6,168,2,203,1,130
21,0,1,0,0,40
7,10,5,199,1,206
1,6,3,0,1,150
184,0,3,363,0,50
19,44,1,4,0,89
28,36,2,3,0,115
15,0,7,0,1,90
162,1,1,343,2,29
75,12,3,63,0,90
56,1,1,0,0,60
19,11,4,0,0,140
212,1,2,0,1,135
117,27,10,322,0,60
19,0,3,0,1,164
70,15,3,90,0,37
68,2,2,166,1,1200
12,184,3,262,1,120
2,2,3,0,1,68
52,0,2,0,0,85
9,0,4,0,1,124
27,167,2,17,1,199
21,6,4,0,0,42
73,15,2,334,1,120
56,0,1,0,0,30
3,2,3,0,0,68
19,0,1,188,0,100
182,5,4,360,0,29
27,9,2,6,1,225
19,17,4,5,1,250
126,37,1,364,0,58
6,14,5,363,1,150
18,30,1,35,1,120
12,0,2,61,0,100
2,0,4,0,1,95
54,9,2,49,0,58
7,188,2,203,0,175
39,40,3,42,1,140
54,2,3,267,0,70
3,2,7,0,0,60
81,103,2,3,0,57
8,7,3,0,0,97
5,29,1,247,1,300
6,35,1,80,0,75
49,0,1,0,1,250
6,0,6,252,1,140
25,9,2,0,1,156
8,0,4,0,1,175
25,6,1,358,1,225
20,7,1,0,0,95
56,40,1,48,0,38
28,0,4,0,1,175
52,1,3,0,0,80
28,19,4,84,1,300
12,5,5,0,0,70
30,12,1,0,1,50
28,4,5,52,1,349
56,11,2,0,1,170
19,0,10,0,1,100
81,100,2,296,0,51
12,2,2,16,0,49
112,4,1,345,0,49
28,5,1,0,1,95
4,32,2,195,0,74
33,2,2,64,1,170
63,4,1,134,0,70
7,6,3,361,1,499
100,0,1,360,1,125
1,1,1,365,0,159
8,4,3,0,1,130
9,10,2,0,1,180
9,0,2,10,0,89
109,1,5,87,0,40
7,2,3,22,1,178
4,6,2,0,1,100
70,121,4,33,1,72
14,0,1,0,1,225
54,28,1,292,1,95
6,5,3,0,0,46
21,115,3,28,1,110
12,8,6,249,0,100
31,124,3,305,1,195
7,1,1,345,0,166
4,37,4,0,0,75
26,1,1,355,1,349
56,2,3,54,0,300
2,3,1,0,1,65
22,4,1,0,1,89
3,102,2,361,0,79
103,16,2,158,0,55
6,0,1,0,0,60
29,55,1,63,0,62
12,1,5,14,1,129
29,3,6,0,1,115
6,0,2,150,0,77
23,39,5,0,1,158
18,1,6,0,1,77
30,5,2,0,0,35
19,114,1,157,1,290
20,249,2,248,1,135
39,0,2,0,1,100
34,57,2,25,1,250
25,16,3,3,0,55
15,1,1,99,1,85
82,0,3,365,0,129
7,1,4,0,1,150
7,5,1,0,0,70
38,34,5,333,1,400
143,7,3,281,1,400
19,11,2,0,0,100
56,3,5,90,0,70
16,41,3,1,1,200
31,9,5,138,0,70
21,0,7,204,1,135
23,17,2,171,1,275
8,2,4,0,1,200
7,5,2,44,1,285
12,11,2,7,1,92
4,14,4,0,1,149
30,95,2,315,0,50
22,71,2,15,0,33
4,7,2,32,0,100
7,153,1,271,0,165
21,14,1,44,0,65
23,2,1,0,1,900
46,61,1,151,0,79
2,3,2,0,0,40
22,4,1,179,0,80
7,14,1,349,2,60
43,7,2,338,1,416
7,28,2,6,1,215
79,1,7,128,1,120
20,0,3,344,1,425
100,2,1,365,0,50
12,0,3,0,0,60
118,62,1,77,1,100
19,39,1,269,1,308
2,9,4,89,1,112
17,0,5,15,1,390
11,18,2,0,1,700
6,31,2,77,0,44
31,0,2,363,0,120
112,92,1,318,0,35
8,31,1,112,0,90
15,23,2,0,1,135
73,137,2,133,1,129
6,1,5,0,0,65
189,30,3,90,0,85
56,2,2,6,1,110
15,97,2,145,0,29
4,146,2,277,1,165
27,14,2,335,1,375
28,7,2,0,1,225
6,2,2,0,1,250
54,1,2,363,1,100
20,0,1,0,0,150
6,3,5,0,0,75
6,16,3,0,1,140
12,0,2,305,0,89
30,12,6,3,0,55
8,0,3,0,1,600
109,86,2,56,0,40
7,0,1,36,1,199
28,1,7,0,1,160
56,1,3,13,1,125
34,12,1,364,0,169
7,18,1,46,1,265
30,2,5,0,1,125
44,0,3,0,1,95
12,175,1,44,0,96
6,3,1,0,0,45
7,7,2,155,1,149
12,43,3,59,0,95
15,9,5,0,1,100
107,0,1,339,0,50
6,1,2,343,0,90
21,0,2,358,1,350
6,1,7,0,0,60
33,0,5,33,1,215
33,2,6,0,1,150
21,1,1,0,0,65
2,1,1,0,0,40
19,38,1,138,0,78
6,1,3,89,0,55
7,0,5,19,1,269
12,8,2,0,1,129
28,0,1,0,1,300
21,4,2,0,1,108
141,3,2,364,0,60
25,4,3,0,1,231
6,23,2,257,0,80
7,3,7,324,0,62
48,8,2,0,1,255
6,99,4,334,1,175
12,4,3,11,0,90
19,2,2,2,1,175
68,240,2,152,1,199
26,7,2,0,1,120
83,84,1,302,0,50
30,6,2,169,0,55
2,19,1,0,0,125
57,26,1,141,2,40
81,2,1,0,0,85
14,6,3,20,1,180
21,1,10,0,0,50
22,102,2,276,1,275
87,12,2,332,1,110
32,45,2,348,0,240
68,4,1,0,0,80
2,8,3,359,0,100
3,267,2,266,1,200
52,0,1,0,0,100
21,9,1,0,0,25
1,135,1,311,0,110
51,2,1,0,0,47
